Gene symbol,ProbeSet,Disease state,Disease state mean difference,Disease state lwr,Disease state upr,Disease state p-adj,Gene title
CCDC173,236909_at,AML-Healthy,0.066238128,-0.094609366,-0.037866889,4.91E-06,coiled-coil domain containing 173
LOC105377108,236959_s_at,AML-Healthy,0.0635777,-0.086599897,-0.040555503,6.57E-08,uncharacterized LOC105377108
C17orf99,236981_at,AML-Healthy,-0.187683396,0.140433227,0.234933565,0,chromosome 17 open reading frame 99
PSMA3,237300_at,AML-Healthy,0.063026628,-0.080531509,-0.045521747,0,proteasome subunit alpha 3
SLC26A8,237340_at,AML-Healthy,-0.145509774,0.106105976,0.184913573,0,"solute carrier family 26 (anion exchanger), member 8"
CRNDE,238021_s_at,AML-Healthy,0.123067747,-0.191713194,-0.054422301,0.000446265,colorectal neoplasia differentially expressed (non-protein coding)
SLC16A14,238029_s_at,AML-Healthy,-0.233585306,0.181684519,0.285486093,0,"solute carrier family 16, member 14"
TMEM154,238063_at,AML-Healthy,-0.116577465,0.081020914,0.152134016,0,transmembrane protein 154
RBP7,238066_at,AML-Healthy,-0.247100754,0.202861786,0.291339721,0,"retinol binding protein 7, cellular"
GAS6-AS1,238097_at,AML-Healthy,0.071952997,-0.100971814,-0.042934179,1.23E-06,GAS6 antisense RNA 1
IBA57-AS1,238188_at,AML-Healthy,0.060620085,-0.081684726,-0.039555443,1.75E-08,IBA57 antisense RNA 1 (head to head)
C7orf73 ,238273_at,AML-Healthy,0.070374468,-0.112217318,-0.028531618,0.000986683,chromosome 7 open reading frame 73 
LOC105375089,238395_at,AML-Healthy,0.071961898,-0.096751559,-0.047172236,1.29E-08,uncharacterized LOC105375089
ANKRD22,238439_at,AML-Healthy,-0.285095793,0.2279807,0.342210886,0,ankyrin repeat domain 22
FAM83A,238460_at,AML-Healthy,0.068849552,-0.101462546,-0.036236557,3.59E-05,"family with sequence similarity 83, member A"
LOC101927402,238559_at,AML-Healthy,0.06754738,-0.104722861,-0.030371899,0.000373192,uncharacterized proline-rich protein-like
VSIG10L,238654_at,AML-Healthy,0.060584463,-0.085738287,-0.035430639,2.44E-06,V-set and immunoglobulin domain containing 10 like
COL24A1,238732_at,AML-Healthy,0.139028493,-0.192731808,-0.085325178,4.10E-07,"collagen, type XXIV, alpha 1"
GAS2L3,238756_at,AML-Healthy,-0.153390506,0.095586314,0.211194698,2.09E-07,growth arrest-specific 2 like 3
BMS1P5,238924_at,AML-Healthy,0.075550718,-0.108982423,-0.042119013,9.74E-06,BMS1 ribosome biogenesis factor pseudogene 5
SNAP29,239084_at,AML-Healthy,0.061696847,-0.095249211,-0.028144484,0.000316982,synaptosome associated protein 29kDa
BMS1P5 ,239151_at,AML-Healthy,0.078142379,-0.106930922,-0.049353836,1.10E-07,BMS1 ribosome biogenesis factor pseudogene 5 
CR1 ,239205_s_at,AML-Healthy,-0.175416121,0.123165495,0.227666747,0,complement component (3b/4b) receptor 1 (Knops blood group) 
CR1L,239206_at,AML-Healthy,-0.202334236,0.141871461,0.26279701,0,complement component (3b/4b) receptor 1-like
TRG-AS1,239237_at,AML-Healthy,0.064488739,-0.101147767,-0.02782971,0.000570356,T cell receptor gamma locus antisense RNA 1
LINC01133,239370_at,AML-Healthy,-0.117044265,0.074053271,0.16003526,1.01E-07,long intergenic non-protein coding RNA 1133
CCDC120,239403_at,AML-Healthy,0.062661774,-0.084610896,-0.040712652,2.29E-08,coiled-coil domain containing 120
ATP8B3,239457_at,AML-Healthy,0.112619687,-0.147087367,-0.078152007,0,"ATPase, aminophospholipid transporter, class I, type 8B, member 3"
SRSF4,239511_s_at,AML-Healthy,0.063459888,-0.10918544,-0.017734336,0.006543288,serine/arginine-rich splicing factor 4
LOC105379287 ,239562_at,AML-Healthy,0.090635776,-0.135363525,-0.045908026,7.27E-05,uncharacterized LOC105379287 
LINC01214,239736_at,AML-Healthy,0.061465226,-0.082576654,-0.040353798,1.16E-08,long intergenic non-protein coding RNA 1214
SLC10A4,239913_at,AML-Healthy,-0.136229524,0.095752252,0.176706796,0,"solute carrier family 10, member 4"
FAM81B,240065_at,AML-Healthy,0.070775966,-0.115217734,-0.026334199,0.00181057,"family with sequence similarity 81, member B"
HBM,240336_at,AML-Healthy,-0.168828813,0.108276881,0.229380746,4.89E-08,"hemoglobin, mu"
LOC105378363,240764_at,AML-Healthy,0.079003295,-0.102940118,-0.055066471,0,uncharacterized LOC105378363
TTN,240793_at,AML-Healthy,-0.117293894,0.078713221,0.155874567,1.87E-09,titin
MIRLET7BHG,241464_s_at,AML-Healthy,0.062434373,-0.100731179,-0.024137566,0.001405981,MIRLET7B host gene
CPNE8,241706_at,AML-Healthy,0.077395969,-0.119962826,-0.034829112,0.000369781,copine VIII
TMEM156,241844_x_at,AML-Healthy,0.067839614,-0.107962673,-0.027716555,0.000927244,transmembrane protein 156
ZNF709,242028_at,AML-Healthy,0.081312185,-0.131513733,-0.031110636,0.001509919,zinc finger protein 709
CSPP1,242041_at,AML-Healthy,0.066190326,-0.091324625,-0.041056027,2.58E-07,centrosome and spindle pole associated protein 1
KLHL24,242088_at,AML-Healthy,0.062679433,-0.112402759,-0.012956106,0.013505722,kelch-like family member 24
PMS2P5,242201_at,AML-Healthy,0.070411877,-0.111098824,-0.029724929,0.000700229,"PMS1 homolog 2, mismatch repair system component pseudogene 5"
PPP5D1,242253_at,AML-Healthy,0.071704561,-0.104195667,-0.039213455,1.56E-05,PPP5 tetratricopeptide repeat domain containing 1
NRG4,242426_at,AML-Healthy,0.073934538,-0.108239971,-0.039629106,2.46E-05,neuregulin 4
ZBTB11,242433_at,AML-Healthy,0.079790222,-0.120949804,-0.038630639,0.000147154,zinc finger and BTB domain containing 11
MAML3,242794_at,AML-Healthy,0.071301637,-0.112535841,-0.030067433,0.000707199,mastermind-like transcriptional coactivator 3
PRRT3-AS1,242888_at,AML-Healthy,0.071308434,-0.096137946,-0.046478922,1.88E-08,PRRT3 antisense RNA 1
RBFA,243001_at,AML-Healthy,0.068416987,-0.093924311,-0.042909663,1.55E-07,ribosome binding factor A (putative)
PAN3-AS1,243092_at,AML-Healthy,0.113436148,-0.153743563,-0.073128732,3.65E-08,PAN3 antisense RNA 1
LINC00280,243384_at,AML-Healthy,0.060498148,-0.087913053,-0.033083243,1.57E-05,long intergenic non-protein coding RNA 280
CDO1 ,243706_at,AML-Healthy,0.066479277,-0.092228398,-0.040730155,4.40E-07,cysteine dioxygenase type 1 
STK17B,243797_at,AML-Healthy,0.072338163,-0.118582957,-0.02609337,0.002181778,serine/threonine kinase 17b
STYX,244030_at,AML-Healthy,0.064193148,-0.091394026,-0.036992269,3.87E-06,serine/threonine/tyrosine interacting protein
TFDP2,244043_at,AML-Healthy,0.062750173,-0.095668706,-0.029831641,0.000189454,transcription factor Dp-2 (E2F dimerization partner 2)
FAM95C,244297_at,AML-Healthy,-0.191139826,0.131499099,0.250780553,0,"family with sequence similarity 95, member C"
NUS1P3,37079_at,AML-Healthy,0.060512048,-0.089377972,-0.031646125,4.06E-05,NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3
